id;name;count
2443;space ship;2
2447;sounds of nature;2
2450;yoga music;2
2452;industrial rock;2
2458;arpeggiated strings melody;2
2466;jazz funk;2
2473;shrill;2
2476;lo-fi;2
2478;cold;2
2494;jingle bells;2
2498;2000s pop;2
2503;bluesy;2
2510;digital drum beat;2
2512;muddled music;2
2523;male vocal backup;2
2528;lively singing;2
2537;backbeat;2
2545;metallic sounds;2
2548;sound of wind;2
2549;irish traditional music;2
2551;soft piano;2
2566;hood;2
2572;syncopated piano;2
2573;congas rhythm;2
2577;rumba;2
2595;latin brass band;2
2597;hip-hop breakbeat;2
2602;timpanis;2
2636;glass;2
2643;electroni music;2
2645;psychedelic synthesiser;2
2657;keyboard sounds;2
2666;techno pop music;2
2674;male bravado;2
2681;sound check;2
2689;moody blues;2
2695;underground music;2
2729;drum;2
2744;distorted e-guitar;2
2748;arabic pop;2
2752;big band jazz;2
2756;ambient street sounds;2
2762;male voices singing/rapping;2
2763;cuatro;2
2779;theme song;2
2805;electronic kick;2
2808;wind sounds;2
2819;epic feel;2
2820;complex arrangement;2
2824;addictive brass melody;2
2825;pop r&b;2
2831;piper;2
2834;double reed instrument;2
2835;bellows;2
2836;drone pipes;2
2846;swishing sound;2
2850;vocal virtuosity;2
2860;two notes;2
2862;ukelele tuning;2
2880;strong bass drum kicks;2
2887;snowfall;2
2888;presents;2
2897;jumping;2
2899;nylon string acoustic guitar;2
2906;cumbia;2
2908;industrial metal;2
2920;contemporary christian music;2
2924;afropop;2
2925;east asian music;2
2929;engine;2
2938;running;2
2942;country instrumental;2
2943;ambient sounds of nature;2
2959;jingles;2
2970;popping sound;2
2971;rustling sound;2
2972;drum machines;2
2975;electro house;2
2977;rave music;2
2979;vigorous vocals;2
2981;slide technique;2
2982;cartoon whistles;2
2988;dholak percussions;2
2992;soap opera soundtrack;2
3001;trumpet song;2
3002;holiday mood;2
3009;unrelated backup;2
3013;ska punk;2
3014;male lead vocal;2
3024;female harpist;2
3028;versatile singing;2
3029;carnatic violin;2
3034;horror theme;2
3055;clicks;2
3057;violinist;2
3060;south american folk music;2
3061;folk dance music;2
3064;festive spirit;2
3082;rich and famous;2
3084;average quality audio;2
3086;jazz genre;2
3093;hynoptic;2
3099;ambient auditorium sounds;2
3101;small hand cymbals;2
3113;urgent;2
3116;turntables;2
3119;synth modules;2
3123;pop/singer-songwriter;2
3124;mid to high register;2
3125;hindi film music;2
3135;symphonic music;2
3137;keyboard instrument;2
3139;french composer;2
3141;yodelling;2
3157;female backup singer;2
3158;steady techno drumming rhythm;2
3160;blown out;2
3164;loud drums;2
3193;vintage jazz;2
3198;country/rock;2
3201;claves;2
3202;pop/backgroundmusic;2
3204;vocal samples;2
3206;funny song;2
3210;upright/e-bass;2
3226;gentle music;2
3232;jazz style drumming;2
3241;lead;2
3248;lead harmony;2
3252;popular music;2
3253;guitar tutorial;2
3260;background chatter;2
3269;pop-ballad;2
3273;tricky;2
3274;intrigue;2
3284;record scratching;2
3303;loud thud;2
3313;subtle bass lines;2
3317;classic rock music;2
3318;documentary sound track;2
3343;crickets chirping;2
3349;hip-hop feel;2
3361;vocal acapella;2
3369;harmonics;2
3377;calming atmosphere;2
3378;hip-hop music;2
3383;people shouting;2
3397;oud rhythm;2
3399;regional folk;2
3401;intricate piano playing;2
3404;goofy;2
3421;glass breaking sound;2
3425;whizzing tones;2
3434;experiment;2
3448;piano notes;2
3461;bhajan;2
3463;sanskrit;2
3509;fast paced drums;2
3512;khaliji music;2
3513;melancholic singing;2
3518;electric guitar sample;2
3519;techno drum rhythm;2
3522;bouzouki;2
3532;filtered male vocal;2
3537;profanity;2
3538;chiptune;2
3541;harp sound;2
3542;congregation;2
3546;pizzicato strings;2
3547;movie scene music;2
3551;anger;2
3553;ambient tones;2
3558;duel;2
3562;vintage hits;2
3564;retro classics;2
3567;vintage pop;2
3569;stoic;2
3572;song climax;2
3573;country love song;2
3591;kindergarten song;2
3592;songs for kids;2
3610;male voices speaking;2
3612;colorful;2
3614;acoustic rhythm guitar chords;2
3623;traditional middle eastern music;2
3629;dog howling;2
3641;electronic elements;2
3649;cheeky;2
3656;didgeridoo solo;2
3662;high pitch singing;2
3667;hindu prayer;2
3671;mantras;2
3685;bach;2
3688;fingering technique;2
3691;filtered echoing male vocal;2
3705;sound of footsteps;2
3725;instrumental solo;2
3726;sound therapy;2
3730;man narrating;2
3732;middle eastern flute;2
3740;high gain noise;2
3759;crackling effect;2
3783;room reverb;2
3792;explosion;2
3818;asian stringed instruments;2
3824;synthesizer lead sound;2
3830;muffled vocals;2
3832;retro rock and roll;2
3833;jewish;2
3834;dog barking;2
3835;moog bass;2
3843;german song;2
3845;mellow acoustic guitar;2
3847;amplified guitars;2
3851;dire;2
3862;electronic dance;2
3863;bagpipe melody;2
3864;low hum;2
3866;wide electric guitar chord progression;2
3884;crowd singing;2
3891;taiko drums;2
3892;epic music;2
3893;female back vocal;2
3896;wide wooden percussions;2
3897;wide sustained strings melody;2
3927;western music;2
3930;whammy bar;2
3931;steady percussion rhythm;2
3933;rock guitar solo;2
3935;instrumental hits;2
3936;string section accompaniment;2
3947;funk rap;2
3967;latin singer;2
3977;boomy kick;2
3979;organ music;2
3985;buzzing sound;2
3987;oldest instrument;2
3993;fade out;2
3997;cajun beat;2
3998;african music;2
4002;electric keyboard;2
4010;retro pop songs;2
4011;childrenâ€™s favourites;2
4020;ice cream truck;2
4021;bouncy snare;2
4042;japanese;2
4045;toms roll;2
4048;agitated;2
4049;harpsichord player;2
4052;kings and queens;2
4055;sight reading;2
4064;qin;2
4065;dizi;2
4067;chorus effect;2
4068;atmospherical;2
4069;water sounds;2
4072;vocal chants;2
4095;french pop;2
4104;groaning sounds;2
4112;lively acoustic guitar;2
4117;female vocalists;2
4119;cello bass;2
4123;lively cello;2
4132;bass drum pedal;2
4142;pizzicato;2
4148;industrial;2
4155;digital drum arrangement;2
4173;teenage romance;2
4177;cinematic/orchestral;2
4194;minimal techno;2
4195;loud bass;2
4204;retro death metal hits;2
4211;menacing sounds;2
4233;funk jazz music;2
4238;shekere;2
4259;kindness;2
4261;peace;2
4262;reggae fusion;2
4275;telephone ringing;2
4281;animated trumpets;2
4288;advertisement soundtrack;2
4300;timpani hits;2
4308;long reverb;2
4313;high fidelity production;2
4315;passionate song;2
4330;bass lick;2
4332;reggae feel;2
4344;indian percussion instruments;2
4352;urban sound;2
4354;horn solo;2
4356;forceful;2
4370;bell sound;2
4373;medium uptempo;2
4379;unbalanced stereo;2
4381;drum practice pad;2
4390;teen spirit;2
4394;steeldrums;2
4401;sneeze;2
4411;sound of bell;2
4418;apocalypse;2
4419;gripping;2
4422;low pitched harmony;2
4425;dread;2
4444;cosmic journey;2
4456;spacey;2
4458;edgy;2
4462;guitar player;2
4480;healing music;2
4482;monks;2
4495;whimsical;2
4499;compound meter;2
4512;strong drum rhythm;2
4515;elecronica;2
4517;techno/electro;2
4521;cheerful positive;2
4538;surf guitar;2
4542;elctro pop;2
4544;scottish music;2
4545;conviction;2
4550;ponderous;2
4554;holidays;2
4557;snow;2
4560;happiness;2
4563;beeping tone;2
4580;loud vocal production;2
4587;jamaican accent;2
4590;santoor;2
4592;gratitude;2
4594;soft vocals;2
4608;salsa song;2
4615;german;2
4620;brass composition;2
4629;footstep sounds;2
4630;room echoes;2
4658;droning melody;2
4661;romantic pop;2
4662;melodic violin harmony;2
4665;blues song;2
4677;harmonica solo;2
4684;machine gun sounds;2
4693;dj set;2
4705;ney;2
4710;two different tracks;2
4711;ukelele accompaniment;2
4722;epic mood;2
4748;ethiopian traditional music;2
4751;mourning;2
4756;water running;2
4760;strings sound;2
4763;gameplay;2
4767;horror movies;2
4775;medium fats tempo;2
4780;bowed string bass;2
4783;ambience;2
4786;thereminist;2
4795;intricate bassline;2
4796;southern;2
4799;gear;2
4805;turning knobs;2
4821;ragas;2
4822;south indian classical;2
4825;virtual sounds;2
4834;bowed bass;2
4835;eastern european;2
4842;electric guitar solo melody;2
4848;blues harp;2
4850;the blues;2
4860;game play;2
4872;string section playing;2
4873;tense music;2
4879;drums playing furiously;2
4893;pentatonic melody;2
4896;repetitive phrase;2
4897;melancholic mood;2
4909;sonic treat;2
4911;glam rock;2
4914;ceremonial drum;2
4918;small keyboard;2
4919;clean sounding;2
4928;passionate female vocalist;2
4941;modulated noises;2
4943;subbass;2
4948;fantasy;2
4951;reggae music influences;2
4967;popmusic;2
4970;simple hip hop drum beat;2
4973;knob turns;2
4984;feminist;2
4989;digital instrumentation;2
4995;chirping tones;2
4997;techno dance hits;2
5008;new world;2
5012;crowd cheering and clapping;2
5024;dynamic;2
5029;romanian;2
5034;demo;2
5043;80s feel;2
5044;violin song;2
5045;romantic feel;2
5050;mood elevating;2
5056;snare rolls;2
5064;devotional song;2
5068;engine sounds;2
5070;high-pitch synth;2
5075;traditional string instrument;2
5079;guitar-like instrument;2
5082;flanger;2
5091;guitar tuning tutorial;2
5093;ethnic percussions;2
5095;audience cheering;2
5098;folk music influences;2
5107;altai music;2
5109;gentle wind;2
5110;keyboard melody;2
5111;happy feel;2
5122;accordion music;2
5133;drum pads;2
5137;game play soundtrack;2
5150;backing song;2
5161;lucid vocals;2
5173;high gain;2
5183;traditional folk music;2
5189;lively violin;2
5193;church bell;2
5203;conch shell;2
5215;unison singing;2
5217;repeated refrain;2
5220;church hymn;2
5223;rhythmic chanting;2
5226;punchy bass;2
5229;digital drum rhythm;2
5231;toy;2
5238;metronome click;2
5243;door knocking;2
5250;triangle percussions;2
5254;twelve bar blues;2
5255;burping sounds;2
5261;dance beat;2
5269;rhythmic chant;2
5284;mid to high range;2
5287;bee buzzing;2
5288;ukelele melody;2
5301;electronic dance music genre;2
5310;raspy male voice;2
5316;introduction;2
5328;child vocals;2
5337;heartbeat;2
5340;fear;2
5346;haunted;2
5349;thumping beat;2
5352;drum pad;2
5365;french opera;2
5367;theatrical;2
5378;merrily singing;2
5380;trap/rap;2
5389;high-pitch singing;2
5402;tap dancers;2
5406;musical trio;2
5410;feedback;2
5412;amateur music production;2
5414;high gain tones;2
5423;subtle strings;2
5442;waltz time;2
5469;wobbly;2
5470;menacing;2
5473;bass lines;2
5488;destructive;2
5493;crowd chatter;2
5499;dominant;2
5503;banjo solo;2
5504;banjo lead;2
5509;trio;2
5516;trance like;2
5520;no string instruments;2
5521;gospel/blues;2
5534;funky electric guitar melody;2
5540;delay effect;2
5541;bass sounds;2
5552;eerie music;2
5553;accordion players;2
5559;free reed instrument;2
5570;high-pitched;2
5572;aggressive voice;2
5579;swing jazz;2
5585;synth pads/drones;2
5589;retro hindi hits;2
5591;make singer;2
5594;hissing vocals;2
5609;wide harmonizing vocals;2
5611;burping;2
5613;roots rock;2
5614;drum set;2
5624;in love with you;2
5629;wide aggressive electric guitar chords;2
5647;soulful female vocal;2
5650;medium to fast tempo;2
5661;tibetan bowl;2
5662;serenity;2
5664;groovy beat;2
5671;changing tones;2
5673;distortion tones;2
5683;sacred;2
5693;guitarist talks;2
5717;soulful singing;2
5719;black gospel influences;2
5724;accordion song;2
5725;waltz song;2
5768;viloin harmony;2
5769;chinese instruments;2
5771;guzheng harmony;2
5772;hardcore hip-hop;2
5778;melisma;2
5784;instrument showcase;2
5788;latin dance groove;2
5795;wide harmonizing background vocals;2
5799;bebop;2
5803;percussive playing;2
5817;eastern scale;2
5820;full band melodies;2
5823;teaching;2
5828;electric;2
5829;percussive electronic music;2
5844;banjo song;2
5845;patriotic song;2
5849;clock ticking;2
5865;hard rock music;2
5866;strong bass drum hits;2
5869;groovy sluice;2
5876;power metal;2
5877;chord changes;2
5884;tempo changes;2
5887;castanets;2
5910;backgroundnoises;2
5911;electric guitar power chords;2
5912;flanger effect;2
5917;arpeggiated acoustic guitar melody;2
5920;mellow female vocal;2
5921;mellow synth keys;2
5922;solo trumpet;2
5925;cinematic/orchestra;2
5931;80s;2
5932;old-fashioned;2
5934;off-key singing;2
5935;tongue-in-cheek;2
5952;jazz festival;2
5961;horn instrument;2
5983;boogie woogie;2
5985;driving song;2
5999;slangy lyrics;2
6004;battle cry;2
6012;syncopated melody;2
6017;instrumental rock;2
6022;repeated rhythm;2
6024;soft background music;2
6030;riq;2
6032;dream sequence;2
6049;distorted tones;2
6060;celestial music;2
6064;hazy;2
6081;laser;2
6082;common;2
6084;amateur singer;2
6085;rock concert;2
6087;vociferous;2
6090;fighting;2
6093;gear review;2
6102;steel percussion;2
6107;friendship;2
6110;analog synthesizer;2
6120;various tempos;2
6135;choir sound;2
6136;glass shattering sounds;2
6140;static sound;2
6152;pop songs;2
6162;tremulous voice;2
6164;urgency;2
6166;amplified keyboard harmony;2
6168;violin music;2
6185;casual;2
6197;funky groove;2
6198;funk music;2
6200;clap box rhythm;2
6210;haunting theme;2
6211;funk/jazz;2
6213;bass guitar accompaniment;2
6214;dissonant harmony;2
6225;whistle;2
6231;acoustic/digital drums;2
6244;recycled instrument;2
6252;uilleann pipes;2
6253;live;2
6264;animated voices;2
6267;accompaniment;2
6269;charged up;2
6270;gritty;2
6271;grungy;2
6281;continuous drone;2
6300;doubled vocals;2
6307;cool and sophisticated;2
6326;foreboding;2
6334;beach party;2
6350;rehearsal;2
6358;rhythmic drumming;2
6359;steady bass;2
6361;children vocals;2
6362;musical;2
6375;keyboard song;2
6383;soft rock ballad;2
6385;gentle male vocal;2
6388;euro pop hits;2
6392;oud melody;2
6398;crime;2
6400;creating tension;2
6405;saxophone song;2
6418;pop dance song;2
6435;harp solo;2
6436;harp melody;2
6440;rising tempo;2
6454;funky piano;2
6464;hindu mythology;2
6465;hindustani classical;2
6467;temple bells;2
6468;raaga;2
6469;tala;2
6475;lively sitar;2
6480;teen male vocal;2
6491;staccato violins;2
6494;romantic melody;2
6496;low pitched male vocal;2
6509;expressive;2
6514;children music;2
6522;punching sounds;2
6538;wedding;2
6544;unearthly;2
6550;singing along;2
6553;chordophone;2
6561;out-of-tune singing;2
6565;high pitched vocals;2
6571;medium to upbeat;2
6581;scary atmosphere;2
6588;ukulele player;2
6613;church organ playing;2
6626;unique instrument;2
6630;guitar pedal demonstration;2
6665;bollywood;2
6686;american folk music;2
6687;folk singing;2
6688;tanpura accompaniment;2
6691;skilled musician;2
6695;afro percussion;2
6718;blues melody;2
6720;alap;2
6738;bright electric guitar;2
6743;different tones;2
6754;drone sound;2
6773;ethnic instruments;2
6782;wide tinny percussive elements;2
6785;glam metal;2
6808;bass song;2
6822;devotional singing;2
6825;metallic sound;2
6826;long note;2
6840;flute countermelody;2
6845;synthesizer sound;2
6852;wind howling;2
6855;sublime;2
6857;immersive;2
6866;christian pop;2
6876;singer songwriter;2
6881;volatile;2
6908;trumpet/trombone;2
6909;western swing;2
6910;jazz guitar;2
6912;conductors;2
6919;guttural singing;2
6920;glitch;2
6940;emergency;2
6948;children laughing;2
6954;lilting feel;2
6966;trumpets playing percussively;2
6988;raspy voice;2
6996;beat boxing song;2
7011;music to dance to;2
7018;technique;2
7037;latin influence music;2
7042;coughing;2
7043;lively electric guitar;2
7045;parade;2
7051;bright male vocals;2
7061;yodelling song;2
7065;improvisational;2
7070;jewish instrument;2
7071;religious instrument;2
7072;natural reverb;2
7093;pleasant music;2
7102;wind blowing;2
7105;low toms;2
7114;disco funk;2
7125;synth swells;2
7149;atmospheric pad synth;2
7151;high pitched horn;2
7158;storytelling mood;2
7179;oompah;2
7182;synth string section;2
7191;symphonic rock;2
7196;trance music vibes;2
7202;vibrating strings;2
7215;hawaiian instrument;2
7232;raspy male vocals;2
7255;ektara;2
7265;straight drumming;2
7282;sound of clapping;2
7285;people talking in the background;2
7286;electronic instrumental;2
7294;no harmony;2
7300;trip hop;2
7307;mixed voices singing;2
7319;tom-toms;2
7328;percussive;2
7333;unimpressive;2
7341;vinyl scratch;2
7359;engine sound;2
7367;indian folk;2
7380;percussions sounds;2
7393;lightning;2
7395;action;2
7396;hindi language;2
7398;maximalist;2
7401;varying tempos;2
7403;poor recording quality;2
7423;unnatural;2
7426;spine chilling;2
7428;hollow sound;2
7442;gothic;2
7452;synthesised arrangements;2
7455;backup vocals;2
7457;birthday song;2
7462;intense bass lines;2
7481;classical duet;2
7482;south indian classical music;2
7483;carnatic;2
7485;kriti;2
7524;bubbles;2
7528;dissonant music;2
7531;male falsetto;2
7537;irregular beats;2
7541;active;2
7561;male backing vocal;2
7563;medium-fast tempo;2
7566;dj techniques;2
7568;youtube music lessons;2
7580;happy vibes;2
7596;repetitive rhythm;2
7606;computer sounds;2
7635;brass melody;2
7637;bengali pop song;2
7639;private music video;2
7642;female voice singing/yodeling;2
7659;guitar arpeggios;2
7665;scratching sounds;2
7689;explicit lyrics;2
7702;oboes/flutes;2
7721;guitar sample;2
7725;country song instrumental;2
7727;nigerian music;2
7733;afro beats;2
7737;synthesised music;2
7745;piercing sound;2
7750;tv show;2
7759;guitar lick;2
7765;whirring;2
7803;house beat;2
7810;sad sounding;2
7830;soothing instrumental;2
7849;greta composers;2
7853;intricate electric guitar licks;2
7857;french horn solo;2
7862;suggestive;2
7869;stringed  instrument;2
7873;distorted music;2
7884;gospel song;2
7904;sleeping music;2
7910;experimental pop;2
7917;electric current manipulation;2
7937;sonorous tones;2
7949;acoustic guitar solo;2
7991;military march;2
8003;guitars;2
8006;russian;2
8016;chord arpeggios;2
8025;hip hop inspired drum beat;2
8038;soothing melody;2
8040;fairytale;2
8066;animated music;2
8067;lively vocals;2
8082;keyboard strings;2
8083;brass sample;2
8085;uplifting music;2
8088;orchestral elements;2
8098;acoustic drums sample;2
8107;crooners;2
8110;insistent rhythm;2
8115;choir backing;2
8119;wedding songs;2
8145;mouth organ;2
8149;march rhythm;2
8190;pads;2
8191;wide funky electric guitar melody;2
8192;reed instrument;2
8200;solo instrumental;2
8211;acordion melody;2
8217;playful music;2
8223;sound fx;2
8233;echoing synth lead melody;2
8246;arabic pop song;2
8258;congregational singing;2
8259;ukulele song;2
8269;recorded outside;2
8274;acid house;2
8276;syncopated synth bass;2
8278;sexy;2
8290;grave;2
8304;english dance;2
8307;paino accompaniment;2
8313;zither;2
8332;tanggu;2
8334;urban latin;2
8349;irritating;2
8350;synth/pop;2
8352;exhilarating;2
8367;french carols;2
8373;syncopated snare;2
8388;crying;2
8397;the hood;2
8398;ghetto boys;2
8408;modern r&b;2
8418;brass quintet;2
8426;def;2
8439;mexican;2
8446;lecture;2
8453;amateur;2
8470;against all odds;2
8479;mallets;2
8486;theremin music;2
8487;bells sound;2
8506;vehement;2
8523;random notes;2
8529;bhakti;2
8550;electronic drum kit;2
8566;electric guitar demo;2
8567;skillful;2
8601;man laughing;2
8612;jive;2
8619;show tune;2
8627;vocal fry;2
8638;vocal monologue;2
8641;folksong;2
8647;trance party;2
8665;subdued vocals;2
8667;instructive recording;2
8686;wooden percussive elements;2
8689;male soul voice singing;2
8699;no percussion instrumentation;2
8712;buddhism;2
8719;80s;2
8723;ibiza party;2
8740;simple rock drumming;2
8752;recital hall;2
8770;cajun;2
8774;people singing along;2
8794;mid range singing;2
8798;flute solo;2
8801;studio performance;2
8826;deep growling;2
8843;subdued background music;2
8862;upbeat rhythm;2
8867;metal bowls;2
8882;percussion sound;2
8904;chorus pedal;2
8910;modern jazz hits;2
8911;dancing all night;2
8923;mezzo;2
8925;dissonant sounds;2
8929;ambient background sounds;2
8948;reggae band;2
8950;studio recording;2
8951;trumpets play percussively;2
8953;distorted guitars;2
8966;amateur musician;2
8972;solo percussion;2
8982;upbeat drum kit;2
9001;concerto;2
9027;childrens music;2
9049;female singing;2
9072;solo harmonica;2
9077;male voiceover;2
9089;wooden xylophone;2
9095;audience clapping;2
9116;suspenseful mood;2
9126;group male vocals;2
9127;heavy percussion;2
9131;afrobeats;2
9143;whistling sound;2
9158;woodwind instrument;2
9164;organ keys chords;2
9165;synth-pop;2
9168;continuous droning;2
9186;advertising;2
9225;background noise;2
9278;hype;2
9292;alto saxophone;2
9317;synth string sound;2
9329;angry voice;2
9362;trumpet flourish;2
9381;pop soul;2
9389;distorted bass;2
9410;cymbals clashing;2
9415;room tone;2
9422;upright bass guitar;2
9470;groovy dance hits;2
9475;exercise;2
9487;solo ukelele;2
9495;tubular bells;2
9497;funky electric guitar;2
9534;standing bass line;2
9535;female pop vocal;2
9557;important;2
9575;heavy bass lines;2
9593;party hits;2
9682;spanish music;2
9714;chinese string instrument;2
9745;demo video;2
9795;silly;2
9803;marching drum rhythm;2
9807;slow rock drum beat;2
9820;harpsichord song;2
9821;classical composition;2
9831;classic pop hits;2
9844;video games;2
9870;synthpop;2
9878;rock drumming rhythm;2
9903;harmonizing background vocals;2
9918;idiophone;2
9938;electric guitar stabs;2
9951;sincere;2
9955;thin;2
9958;groovy double bass;2
9974;deeper male voice singing;2
10004;voices;2
10008;congos;2
10028;walking;2
10031;accident;2
10040;game song;2
10042;soulful singer;2
10044;feel good;2
10065;electric guitars;2
10103;simple hi hats;2
10105;sinister music;2
10136;rocksteady;2
10137;proto-reggae;2
10138;relaxed singing;2
10173;repeated melody;2
10185;pipa;2
10194;aboriginal instruments;2
10209;patriotic music;2
10210;drumline;2
10216;wide electric guitar chords;2
10230;baby crying;2
10270;deer horn;2
10271;hebrew music;2
10328;percussive horn section;2
10337;traditional indian instruments;2
10338;sitar accompaniment;2
10342;hindustaani music;2
10347;electronic drum;2
10349;victorious mood;2
10361;non musical;2
10377;cowbells;2
10378;boogie;2
10422;jarring tones;2
10428;instructional clip;2
10492;arpeggiated synth keys melody;2
10499;contemporary hip-hop;2
10550;bouncy bass;2
10561;goth metal;2
10566;angry;2
10591;string synth harmony;2
10633;intricate piano motifs;2
10643;xylophone harmony;2
10668;traditional horn instruments;2
10724;lifeâ€™s truths;2
10766;slow blues;2
10878;various percussion effects;2
10954;digital piano;2
11041;blues solo;2
11070;laid back;2
7;country feel;1
21;digital keyboard song;1
23;rubab instrument;1
24;repetitive melody on different octaves;1
30;three unrelated tracks;1
34;female lead vocalisation;1
37;male voice backup vocalisation;1
41;school dance program;1
45;techno dance song;1
50;kids dancing;1
53;school program;1
60;high pitched female vocal melody;1
61;sustained pulsating synth lead;1
69;solo live direct input acoustic guitar strumming;1
70;airy suspended open chords;1
73;paper shuffling;1
80;twang sounds;1
82;guitar string tones;1
89;basd audio quality;1
92;spirited okay;1
93;strong voice;1
96;traditional song;1
100;oud instrument;1
102;middle eastern instruments;1
115;monologue;1
119;narrator;1
128;classic rock and rock;1
138;poor sound quality;1
139;children choir;1
141;distorted sound quality;1
148;retro christian songs;1
149;intimate wide mixed vocals;1
151;noisy snare;1
167;flute/string/brass sound;1
169;synth pad drone;1
178;practice;1
183;bagpipe ensemble;1
184;unison melody;1
186;quick melody;1
187;trills;1
188;ornamentation;1
195;oriental/ballad;1
196;guitar like instrumental;1
198;female backing voice singing;1
203;grunt-like singing;1
206;building suspense;1
207;cartoon show soundtrack;1
210;drumming rolls;1
216;horns playing to a crescendo;1
217;low bass thumps;1
241;canon;1
244;iconic;1
250;background sounds super imposed by music;1
251;digital pads;1
253;synthesised violins;1
255;lively piano harmony;1
256;punchy digital drum rhythm;1
257;sound of beeping;1
260;sustained piano synth;1
262;bright xylophone;1
263;mellow mellody;1
277;doorsteps;1
278;non musical tones;1
279;home improvement video;1
280;unimpressive sounds;1
281;drawer closing;1
284;faint speaking;1
287;swiss folk music;1
293;barbershop quartet;1
313;seconds;1
322;mediocre sound recording;1
324;quality of;1
327;two acoustic guitars;1
330;technically challenging;1
331;sloppy;1
333;keyboard melodies;1
334;positive atmosphere;1
336;kurdish folk music;1
337;baglama;1
338;zurna;1
340;halay;1
351;hyper;1
353;heavy  metal;1
355;chattering sounds;1
357;vigorous keyboard;1
364;booming lower harmony;1
367;sci-fi music;1
370;drums playing slowly;1
372;science fiction;1
373;exploring dangerous territory;1
383;ethereal song;1
393;singing parts;1
405;pop rock genre;1
417;enthusiastic digital drum rhythm;1
426;mimicking drum machines;1
427;vocal percussion simulation;1
428;vocal sound effects;1
431;vigorous drumming sound;1
432;digital drum sounds;1
433;vocal turn table;1
434;tireless;1
435;vocal drum machine;1
444;vintage guitar tone;1
446;antique guitar;1
447;youtube music class;1
450;super tone unique tone;1
451;rich country traditions;1
455;kids voice streaming;1
460;wind sound effect;1
470;steady drumming line;1
476;hip hops love song;1
480;techno/pop;1
487;wide background crowd screaming;1
489;emotional piano chord progression;1
491;low tom roll;1
495;symphonic;1
498;fantasy song;1
503;knives;1
507;hopeless;1
508;high pitched synth;1
511;motif;1
519;parole;1
533;intense cello;1
535;imploring;1
545;expressive vocals;1
558;neo soul;1
561;string section playing rhythmically;1
563;slick percussion clicks;1
566;together for ever;1
567;iâ€™m sorry;1
568;forgive me;1
570;cow bells;1
575;whistling wind blowing;1
585;dance song for children;1
589;tinny metallic percussions;1
590;mellow sustained brass melody;1
597;busy kick pattern;1
603;female chanting sounds;1
609;enlightening;1
610;nirvana;1
612;anime show;1
616;endless love;1
617;forever together;1
619;beautiful love;1
620;pure and innocent;1
622;e-guitar sound;1
624;hindi/pop/rock;1
633;loud siren like sound;1
638;rhythmic spanish guitar;1
640;catchybeat;1
644;noisy background;1
645;loud sound superimposed on song;1
646;polish folk music;1
647;polish fiddle;1
648;baraban;1
651;loud crowd;1
652;audience screaming;1
653;audio distorting;1
654;fingerstyle-guitar;1
655;classical atmosphere;1
656;afro cuban dance;1
671;feet stumping noises;1
676;ukrainian song;1
688;galloping rhythm;1
693;italian  music;1
704;drum brushes percussions;1
707;bass solo;1
711;groovy solo;1
713;music interlude;1
714;song change;1
715;energetic male vocal;1
716;repetitive electric guitar melody;1
718;short drums roll;1
722;k-pop hips;1
724;soft soothing;1
725;straightforward bass lines;1
734;banjo player;1
735;love video performance;1
740;country blue grass;1
741;instrumentalist;1
743;funky snare drumming;1
745;syncopated piano accompaniment;1
757;popular songs for children;1
763;vocal emphasisengaging;1
765;spirited piano accompaniment;1
769;kids songs;1
770;kids animated series;1
772;acoustic-electric nylon string guitar;1
775;carribean;1
776;various african percussion;1
778;syncopated drumset;1
779;free singing;1
783;hamster;1
784;high-pitch;1
788;high pitched female whistle tones;1
789;male low pitch tones;1
794;camera flash sounds;1
795;end credits music background;1
796;camera clicking tones;1
798;fanfare;1
799;keyboard arpeggiated tones;1
801;siren tones;1
802;party mood;1
803;dancing groove;1
807;female bagpiper;1
808;bagpipes playing;1
811;drum playing percussively;1
812;exciting solo;1
814;war cry;1
827;distorted flat male vocal;1
828;wide aggressive electric guitar riff;1
834;uprightbass/cello;1
835;new ethiopian music;1
837;accordion-like sound;1
839;pianos;1
840;very high pitch;1
843;electro-hop;1
846;techno hop;1
849;southern hip hop;1
856;buzzing electric circuit;1
858;lightening;1
859;metal clanging rhythmically;1
860;storm;1
861;thunder storm;1
862;rain storm;1
863;heavy rain;1
867;electricity;1
875;low and high frequencies;1
880;r&b genre;1
882;tubular bell;1
891;kindergarten;1
893;learning about animals;1
894;duck song;1
895;ducks;1
897;animated song;1
898;childrenâ€™s music;1
901;ducks quacking;1
902;scratching noise;1
908;european instruments;1
912;olden days;1
913;forgotten traditional;1
915;good old days;1
918;vigorous banjo;1
928;melodic death metal;1
930;pig squeal;1
941;vocal percussionist;1
943;turn table imitation;1
944;vocal turntablism;1
945;mouth and throat coordinated sounds;1
947;hip-hop-rap;1
950;propeller sound;1
951;male narrative voice at the end;1
955;country/pop/singersongwriter;1
958;drill sounds;1
961;dark melody;1
963;creepy atmosphere;1
965;cimbalom;1
971;sinister keyboard harmony;1
973;old desi music;1
974;fast paced rhythmic singing;1
977;finnish techno pop;1
979;yodel-like singing;1
987;dhol playing percussively;1
989;indian wedding band;1
990;brass instruments playing percussively;1
993;wedding band;1
996;trimmings playing;1
998;medium-pitch singing;1
1001;mixing;1
1003;timid boy voice;1
1004;country music vibes;1
